Count/Prevented rule/preventing rule
1	683	0
1	683	42
1	683	45
1	683	684
1	683	690
1	692	659
1	693	661
1	694	29
1	696	795
1	700	29
Prevented rule/Count
0	12044
267	633
268	633
269	528
682	471
683	471
359	440
360	440
65	400
81	400
33	394
252	360
167	352
667	352
349	348
108	309
123	309
137	309
138	309
380	300
381	300
259	294
696	288
697	288
46	265
109	265
124	265
211	265
212	265
216	265
217	265
803	265
813	265
814	265
139	262
250	219
536	216
408	212
522	209
1	207
2	207
521	207
449	206
787	206
261	196
262	196
263	196
533	196
694	196
695	196
251	194
692	193
693	193
532	192
328	161
34	159
191	155
344	155
42	152
788	152
793	152
795	152
799	152
352	132
447	130
512	129
664	128
284	112
810	112
825	112
523	104
287	103
459	102
276	97
543	88
470	87
471	87
203	79
253	76
790	73
801	73
632	62
701	60
254	59
804	55
806	55
807	55
818	52
820	51
850	50
698	47
734	47
822	47
821	43
621	42
647	42
204	41
542	40
370	35
486	35
535	35
544	35
815	35
816	35
817	35
819	35
29	33
186	32
478	32
479	32
480	32
481	32
591	32
382	30
513	30
39	29
201	28
202	28
366	27
383	27
384	27
385	27
387	27
388	27
443	27
802	25
412	22
413	22
429	22
464	22
196	21
414	20
565	20
567	20
569	20
351	18
670	18
699	17
700	17
181	16
182	16
244	16
439	16
440	16
463	16
663	16
674	16
367	15
386	15
528	15
40	14
41	13
265	13
266	13
303	13
213	12
278	12
279	12
361	12
462	12
546	12
547	12
635	12
636	12
649	12
650	12
652	12
800	12
672	11
673	11
792	11
811	11
193	10
245	10
514	10
530	10
531	10
540	10
541	10
659	10
661	10
308	9
309	9
188	8
206	8
248	8
249	8
379	8
436	8
539	8
557	8
559	8
561	8
808	8
305	7
375	7
376	7
377	7
378	7
841	7
49	6
50	6
51	6
207	6
208	6
282	6
301	6
509	6
515	6
645	6
657	6
52	5
30	4
31	4
53	4
362	4
363	4
364	4
365	4
398	4
399	4
400	4
401	4
425	4
426	4
525	4
590	4
678	4
465	3
529	3
26	2
183	2
256	2
257	2
260	2
371	2
372	2
556	2
558	2
560	2
564	2
566	2
568	2
22	1
23	1
47	1
54	1
55	1
111	1
116	1
118	1
119	1
126	1
130	1
131	1
132	1
430	1
438	1
445	1
Preventing rule/Count
670	7705
351	4054
374	2251
793	1082
769	809
368	618
33	560
536	538
0	463
189	463
532	409
81	400
822	388
66	354
167	352
667	352
349	348
212	337
803	317
108	300
123	300
841	300
137	297
138	297
19	293
217	292
528	289
139	286
109	274
124	274
211	264
46	258
216	246
29	224
679	217
680	217
408	212
417	206
787	206
449	202
42	197
669	182
832	176
270	174
256	156
191	155
344	155
795	145
788	144
813	144
814	144
799	143
203	134
353	132
665	125
857	121
859	121
284	118
204	114
672	114
254	112
447	112
810	112
825	112
821	111
513	110
798	110
287	103
459	102
276	97
830	89
269	88
367	86
471	84
801	75
818	74
488	73
790	73
663	71
350	67
804	67
806	65
632	62
542	56
386	49
324	48
647	48
369	47
698	47
65	46
621	42
535	41
862	39
864	39
865	39
104	38
486	38
52	37
202	36
815	35
816	35
817	35
186	32
687	31
32	30
523	30
39	29
418	27
495	27
34	26
201	26
434	22
854	19
307	18
322	16
446	16
512	16
673	16
305	15
534	15
197	13
304	13
485	13
659	13
661	13
280	12
320	12
646	12
674	12
194	11
819	11
856	11
53	10
260	10
420	10
497	10
257	9
43	8
325	8
416	8
775	8
515	7
802	7
329	6
490	6
543	6
657	6
45	5
101	4
675	4
847	4
850	4
356	3
445	3
684	3
766	3
13	2
26	2
37	2
41	2
44	2
235	2
236	2
237	2
259	2
411	2
415	2
422	2
424	2
470	2
664	2
692	2
693	2
704	2
705	2
771	2
784	2
35	1
106	1
112	1
121	1
127	1
171	1
258	1
427	1
428	1
463	1
510	1
690	1
701	1
759	1
760	1
770	1
783	1
