nf,6090,OR-7,TRUE,'instance-of',sk176,occurrent,sk176,,<--,793, BFO-ejl-1, mpp,5859,,,,
nf,6089,OR-7,FALSE,precedes,sk176,sk176,,,<--,418, BFO-aou-1, mpt,6088,,,,
nf,6088,OR-7,TRUE,'temporal-part-of',sk176,sk176,,,<--,665, BFO-dbj-2, mpp,5859,,,,
nf,6087,OR-7,FALSE,universal,sk176,,,,<--,786, BFO-qkp-1, mpt,6086,,,,
nf,6086,OR-7,TRUE,particular,sk176,,,,<--,260, BFO-lqn-1, mpp,5859,,,,
nf,6085,OR-7,FALSE,'instance-of',sk176,'process-boundary',sk176,,<--,865, BFO-mem-1, mpt,5859,,,,
nf,6084,OR-7,FALSE,'instance-of',sk176,'spatiotemporal-region',sk176,,<--,864, BFO-mem-1, mpt,5859,,,,
nf,6083,OR-7,FALSE,'instance-of',sk176,process,sk176,,<--,862, BFO-mem-1, mpt,5859,,,,
nf,6082,OR-7,FALSE,identical,sk177,sk176,,,<--,264, BFO-nis-1, mpt,5859,,,,
nf,6081,OR-7,TRUE,'occupies-spatial-region',sk178,sk179,sk176,,<--,501, BFO-grv-1, mppa,633,173,34,,
nf,6080,OR-7,TRUE,'occupies-spatial-region',a,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,6079,OR-7,TRUE,'continuant-part-of',sk178,a,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,6078,OR-7,TRUE,'continuant-part-of',sk175,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,6077,OR-7,TRUE,'instance-of',sk1,'process-boundary',sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,6076,OR-7,TRUE,'instance-of',sk1,process,sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,6075,OR-7,TRUE,'instance-of',sk1,'process-boundary',sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,6074,OR-7,TRUE,'instance-of',sk1,process,sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,6073,OR-7,TRUE,'instance-of',sk1,'process-boundary',sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,6072,OR-7,TRUE,'instance-of',sk1,process,sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,6071,OR-7,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,6070,OR-7,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,6069,OR-7,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,6068,OR-7,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,5859,CRT,TRUE,'instance-of',sk176,'temporal-region',sk176,,<--,374, BFO-ptm-1, ffaa,5839,5838,5837,,
nf,5858,OR-6,TRUE,'exists-at',sk176,sk176,,,<--,270, BFO-bee-1, mpp,5840,48,,,
nf,5857,OR-6,TRUE,entity,sk176,,,,<--,824, BFO-vgn-1, mpp,5849,,,,
nf,5856,OR-6,TRUE,'has-temporal-part',sk176,sk176,,,<--,662, BFO-boo-1, mpp,5847,,,,
nf,5855,OR-6,TRUE,'has-occurrent-part',sk176,sk176,,,<--,346, BFO-yvi-1, mpp,5854,,,,
nf,5854,OR-6,TRUE,'occurrent-part-of',sk176,sk176,,,<--,350, BFO-hbj-1, mpp,5849,,,,
nf,5853,OR-6,FALSE,'proper-temporal-part-of',sk176,sk176,,,<--,675, BFO-aeu-1, mpt,5851,,,,
nf,5852,OR-6,FALSE,'proper-occurrent-part-of',sk176,sk176,,,<--,353, BFO-okr-1, mpt,5851,,,,
nf,5851,OR-6,TRUE,identical,sk176,sk176,,,<--,670, BFO-zdq-1, mpp,5847,,,,
nf,5850,OR-6,FALSE,'instance-of',sk176,continuant,sk176,,<--,798, BFO-wrf-1, mpt,5849,,,,
nf,5849,OR-6,TRUE,'instance-of',sk176,occurrent,sk176,,<--,793, BFO-ejl-1, mpp,5840,,,,
nf,5848,OR-6,FALSE,precedes,sk176,sk176,,,<--,418, BFO-aou-1, mpt,5847,,,,
nf,5847,OR-6,TRUE,'temporal-part-of',sk176,sk176,,,<--,665, BFO-dbj-2, mpp,5840,,,,
nf,5846,OR-6,FALSE,universal,sk176,,,,<--,786, BFO-qkp-1, mpt,5845,,,,
nf,5845,OR-6,TRUE,particular,sk176,,,,<--,260, BFO-lqn-1, mpp,5840,,,,
nf,5844,OR-6,FALSE,'instance-of',sk176,'process-boundary',sk176,,<--,865, BFO-mem-1, mpt,5840,,,,
nf,5843,OR-6,FALSE,'instance-of',sk176,'spatiotemporal-region',sk176,,<--,864, BFO-mem-1, mpt,5840,,,,
nf,5842,OR-6,FALSE,'instance-of',sk176,process,sk176,,<--,862, BFO-mem-1, mpt,5840,,,,
nf,5841,OR-6,FALSE,identical,sk177,sk176,,,<--,264, BFO-nis-1, mpt,5840,,,,
nf,5840,OR-6,TRUE,'instance-of',sk176,'temporal-region',sk176,,<--,485, BFO-lzw-1, mpp,5839,,,,
nf,5839,OR-6,TRUE,'occupies-spatial-region',a,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,5838,OR-6,TRUE,'continuant-part-of',sk178,a,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,5837,OR-6,TRUE,'continuant-part-of',sk175,sk4,sk176,,<--,503, BFO-grv-1, mppa,633,173,34,,
nf,5836,OR-6,TRUE,'instance-of',sk1,'process-boundary',sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,5835,OR-6,TRUE,'instance-of',sk1,process,sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,5834,OR-6,TRUE,'instance-of',sk1,'process-boundary',sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,5833,OR-6,TRUE,'instance-of',sk1,process,sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,5832,OR-6,TRUE,'instance-of',sk1,'process-boundary',sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,5831,OR-6,TRUE,'instance-of',sk1,process,sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,5830,OR-6,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,5829,OR-6,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,5828,OR-6,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,5827,OR-6,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,5190,CRT,TRUE,'instance-of',sk1,occurrent,sk20,,<--,374, BFO-ptm-1, ffaa,5188,5187,,,
nf,5189,OR-5,TRUE,'instance-of',sk1,occurrent,sk20,,<--,795, BFO-xot-1, mpp,5188,,,,
nf,5188,OR-5,TRUE,'instance-of',sk1,'process-boundary',sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,5187,OR-5,TRUE,'instance-of',sk1,process,sk20,,<--,33, BFOCE-ett-03, mppa,104,,,,
nf,5186,OR-5,TRUE,'instance-of',sk1,'process-boundary',sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,5185,OR-5,TRUE,'instance-of',sk1,process,sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,5184,OR-5,TRUE,'instance-of',sk1,'process-boundary',sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,5183,OR-5,TRUE,'instance-of',sk1,process,sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,5182,OR-5,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,5181,OR-5,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,5180,OR-5,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,5179,OR-5,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,5150,CRT,TRUE,'instance-of',sk1,occurrent,sk158,,<--,374, BFO-ptm-1, ffaa,5144,5143,,,
pf,5149,CRT,TRUE,'exists-at',sk1,sk158,,,<--,374, BFO-ptm-1, ffaa,5144,231,5148,5143,100
pf,5148,CRT,TRUE,'instance-of',sk158,'temporal-region',sk158,,<--,374, BFO-ptm-1, ffaa,5144,5143,,,
nf,5147,OR-4,TRUE,'instance-of',sk1,occurrent,sk158,,<--,795, BFO-xot-1, mpp,5144,,,,
nf,5146,OR-4,TRUE,'exists-at',sk1,sk158,,,<--,270, BFO-bee-1, mpp,5145,5144,231,,
nf,5145,OR-4,TRUE,'instance-of',sk158,'temporal-region',sk158,,<--,258, BFO-lqn-1, mpp,5144,,,,
nf,5144,OR-4,TRUE,'instance-of',sk1,'process-boundary',sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,5143,OR-4,TRUE,'instance-of',sk1,process,sk158,,<--,538, BFO-lyx-2, mppa,104,,,,
nf,5142,OR-4,TRUE,'instance-of',sk1,'process-boundary',sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,5141,OR-4,TRUE,'instance-of',sk1,process,sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,5140,OR-4,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,5139,OR-4,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,5138,OR-4,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,5137,OR-4,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,5074,CRT,TRUE,'instance-of',sk1,occurrent,sk156,,<--,374, BFO-ptm-1, ffaa,5068,5067,,,
pf,5073,CRT,TRUE,'exists-at',sk1,sk156,,,<--,374, BFO-ptm-1, ffaa,5068,231,5072,5067,100
pf,5072,CRT,TRUE,'instance-of',sk156,'temporal-region',sk156,,<--,374, BFO-ptm-1, ffaa,5068,5067,,,
nf,5071,OR-3,TRUE,'instance-of',sk1,occurrent,sk156,,<--,795, BFO-xot-1, mpp,5068,,,,
nf,5070,OR-3,TRUE,'exists-at',sk1,sk156,,,<--,270, BFO-bee-1, mpp,5069,5068,231,,
nf,5069,OR-3,TRUE,'instance-of',sk156,'temporal-region',sk156,,<--,258, BFO-lqn-1, mpp,5068,,,,
nf,5068,OR-3,TRUE,'instance-of',sk1,'process-boundary',sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,5067,OR-3,TRUE,'instance-of',sk1,process,sk156,,<--,545, BFO-vvo-1, mppa,105,,,,
nf,5066,OR-3,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,5065,OR-3,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,5064,OR-3,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,5063,OR-3,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,1709,CRT,TRUE,'continuant-part-of',a,a,sk20,,<--,19, BFOCE-bmi-03, mtpa,239,241,249,1708,
pf,1708,CRT,FALSE,'happens-to','composition-change',a,sk20,,<--,19, BFOCE-bmi-03, rapa,239,241,249,,
pf,1590,CRT,TRUE,'instance-of',sk1,occurrent,sk55,,<--,374, BFO-ptm-1, ffaa,1584,1583,,,
pf,1589,CRT,TRUE,'exists-at',sk1,sk55,,,<--,374, BFO-ptm-1, ffaa,1584,231,1588,1583,100
pf,1588,CRT,TRUE,'instance-of',sk55,'temporal-region',sk55,,<--,374, BFO-ptm-1, ffaa,1584,1583,,,
nf,1587,OR-2,TRUE,'instance-of',sk1,occurrent,sk55,,<--,795, BFO-xot-1, mpp,1584,,,,
nf,1586,OR-2,TRUE,'exists-at',sk1,sk55,,,<--,270, BFO-bee-1, mpp,1585,1584,231,,
nf,1585,OR-2,TRUE,'instance-of',sk55,'temporal-region',sk55,,<--,258, BFO-lqn-1, mpp,1584,,,,
nf,1584,OR-2,TRUE,'instance-of',sk1,'process-boundary',sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,1583,OR-2,TRUE,'instance-of',sk1,process,sk55,,<--,373, BFO-ccz-1, mppa,268,83,,,
nf,1582,OR-2,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,1581,OR-2,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,1357,CRT,TRUE,'instance-of',sk22,occurrent,sk44,,<--,374, BFO-ptm-1, ffaa,1351,1350,,,
pf,1356,CRT,TRUE,'exists-at',sk22,sk44,,,<--,374, BFO-ptm-1, ffaa,1351,231,1355,1350,100
pf,1355,CRT,TRUE,'instance-of',sk44,'temporal-region',sk44,,<--,374, BFO-ptm-1, ffaa,1351,1350,,,
nf,1354,OR-1,TRUE,'instance-of',sk22,occurrent,sk44,,<--,795, BFO-xot-1, mpp,1351,,,,
nf,1353,OR-1,TRUE,'exists-at',sk22,sk44,,,<--,270, BFO-bee-1, mpp,1352,1351,231,,
nf,1352,OR-1,TRUE,'instance-of',sk44,'temporal-region',sk44,,<--,258, BFO-lqn-1, mpp,1351,,,,
nf,1351,OR-1,TRUE,'instance-of',sk22,'process-boundary',sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
nf,1350,OR-1,TRUE,'instance-of',sk22,process,sk44,,<--,374, BFO-ptm-1, mppa,255,106,,,
pf,994,CRT,FALSE,'occupies-spatiotemporal-region',r1,sk8,,,<--,523, BFO-cur-1, mtt,940,54,,,
pf,993,CRT,FALSE,'is-concretized-by',t1,r1,t1,,<--,274, BFO-zba-1, mtt,941,,,,
pf,992,CRT,FALSE,'occupies-spatiotemporal-region',r2,sk15,,,<--,523, BFO-cur-1, mtt,942,72,,,
pf,991,CRT,FALSE,'is-concretized-by',t1,r2,t2,,<--,274, BFO-zba-1, mtt,943,,,,
pf,990,CRT,FALSE,'has-participant',t1,c1,t,,<--,442, BFO-xjr-1, mtt,944,,,,
pf,989,CRT,FALSE,'history-of',t1,c1,,,<--,305, BFO-lga-1, mtt,944,26,,,
pf,988,CRT,FALSE,'is-concretized-by',t1,t,t,,<--,274, BFO-zba-1, mtt,945,,,,
pf,987,CRT,FALSE,'has-participant',t1,t,t,,<--,442, BFO-xjr-1, mtt,946,,,,
pf,986,CRT,FALSE,'history-of',t1,t,,,<--,305, BFO-lga-1, mtt,946,88,,,
pf,985,CRT,FALSE,'is-concretized-by',t1,t2,t2,,<--,274, BFO-zba-1, mtt,947,,,,
pf,984,CRT,FALSE,'has-participant',t1,t2,t2,,<--,442, BFO-xjr-1, mtt,948,,,,
pf,983,CRT,FALSE,'history-of',t1,t2,,,<--,305, BFO-lga-1, mtt,948,70,,,
pf,982,CRT,FALSE,'is-concretized-by',t1,a,t2,,<--,274, BFO-zba-1, mtt,950,,,,
pf,981,CRT,FALSE,'is-concretized-by',t1,a,t1,,<--,274, BFO-zba-1, mtt,952,,,,
pf,980,CRT,FALSE,'occupies-spatiotemporal-region',a,sk19,,,<--,523, BFO-cur-1, mtt,953,90,,,
pf,979,CRT,FALSE,'is-concretized-by',t1,a,t,,<--,274, BFO-zba-1, mtt,954,,,,
pf,978,CRT,FALSE,'occupies-spatiotemporal-region',t,sk19,,,<--,523, BFO-cur-1, mtt,955,90,,,
pf,977,CRT,FALSE,'occupies-spatiotemporal-region',t2,sk15,,,<--,523, BFO-cur-1, mtt,958,72,,,
pf,976,CRT,FALSE,'occupies-spatiotemporal-region',t1,sk8,,,<--,523, BFO-cur-1, mtt,961,54,,,
pf,975,CRT,FALSE,'has-participant',t1,r2,t2,,<--,442, BFO-xjr-1, mtt,964,,,,
pf,974,CRT,FALSE,'history-of',t1,r2,,,<--,305, BFO-lga-1, mtt,964,63,,,
pf,973,CRT,FALSE,'has-participant',t1,r1,t1,,<--,442, BFO-xjr-1, mtt,965,,,,
pf,972,CRT,FALSE,'history-of',t1,r1,,,<--,305, BFO-lga-1, mtt,965,43,,,
pf,971,CRT,TRUE,'location-of',a,a,t,,<--,458, BFO-kaw-1, mpp,966,,,,
pf,970,CRT,TRUE,'location-of',a,a,t2,,<--,458, BFO-kaw-1, mpp,967,,,,
pf,969,CRT,TRUE,'location-of',a,a,t1,,<--,458, BFO-kaw-1, mpp,968,,,,
pf,968,CRT,TRUE,'located-in',a,a,t1,,<--,489, BFO-bao-1, mtp,34,35,633,,
pf,967,CRT,TRUE,'located-in',a,a,t2,,<--,489, BFO-bao-1, mtp,31,58,626,,
pf,966,CRT,TRUE,'located-in',a,a,t,,<--,489, BFO-bao-1, mtp,99,241,617,,
pf,965,CRT,FALSE,'participates-in',r1,t1,t1,,<--,447, BFO-ild-1, mtt,433,434,33,,
pf,964,CRT,FALSE,'participates-in',r2,t1,t2,,<--,447, BFO-ild-1, mtt,481,482,30,,
pf,963,CRT,FALSE,'ceases-to-exist-at',t1,t1,,,<--,81, BFOCE-ter-02, mtt,562,593,,,
pf,962,CRT,FALSE,'individuates-at',t1,t1,,,<--,65, BFOCE-ind-02, mtt,562,593,,,
pf,961,CRT,FALSE,'occupies-temporal-region',t1,t1,,,<--,33, BFOCE-ett-03, mtt,591,593,,,
pf,960,CRT,FALSE,'ceases-to-exist-at',t2,t2,,,<--,81, BFOCE-ter-02, mtt,551,608,,,
pf,959,CRT,FALSE,'individuates-at',t2,t2,,,<--,65, BFOCE-ind-02, mtt,551,608,,,
pf,958,CRT,FALSE,'occupies-temporal-region',t2,t2,,,<--,33, BFOCE-ett-03, mtt,606,608,,,
pf,957,CRT,FALSE,'ceases-to-exist-at',t,t,,,<--,81, BFOCE-ter-02, mtt,537,615,,,
pf,956,CRT,FALSE,'individuates-at',t,t,,,<--,65, BFOCE-ind-02, mtt,537,615,,,
pf,955,CRT,FALSE,'occupies-temporal-region',t,t,,,<--,33, BFOCE-ett-03, mtt,613,615,,,
pf,954,CRT,FALSE,concretizes,a,t1,t,,<--,285, BFO-rog-1, mtt,531,694,,,
pf,953,CRT,FALSE,'occupies-temporal-region',a,t,,,<--,33, BFOCE-ett-03, mtt,694,696,,,
pf,952,CRT,FALSE,concretizes,a,t1,t1,,<--,285, BFO-rog-1, mtt,581,750,,,
pf,951,CRT,FALSE,'occupies-temporal-region',a,t1,,,<--,33, BFOCE-ett-03, mtt,750,752,,,
pf,950,CRT,FALSE,concretizes,a,t1,t2,,<--,285, BFO-rog-1, mtt,596,781,,,
pf,949,CRT,FALSE,'occupies-temporal-region',a,t2,,,<--,33, BFOCE-ett-03, mtt,781,783,,,
pf,948,CRT,FALSE,'participates-in',t2,t1,t2,,<--,446, BFO-ild-1, mtt,806,807,808,,
pf,947,CRT,FALSE,concretizes,t2,t1,t2,,<--,285, BFO-rog-1, mtt,608,808,,,
pf,946,CRT,FALSE,'participates-in',t,t1,t,,<--,446, BFO-ild-1, mtt,830,831,832,,
pf,945,CRT,FALSE,concretizes,t,t1,t,,<--,285, BFO-rog-1, mtt,615,832,,,
pf,944,CRT,FALSE,'participates-in',c1,t1,t,,<--,446, BFO-ild-1, mtt,841,842,843,,
pf,943,CRT,FALSE,concretizes,r2,t1,t2,,<--,285, BFO-rog-1, mtt,482,875,,,
pf,942,CRT,FALSE,'occupies-temporal-region',r2,t2,,,<--,33, BFOCE-ett-03, mtt,875,877,,,
pf,941,CRT,FALSE,concretizes,r1,t1,t1,,<--,285, BFO-rog-1, mtt,434,899,,,
pf,940,CRT,FALSE,'occupies-temporal-region',r1,t1,,,<--,33, BFOCE-ett-03, mtt,899,901,,,
pf,939,CRT,FALSE,'inheres-in',r2,r2,,,<--,647, BFO-tht-1, mtt,334,,,,
pf,938,CRT,FALSE,'specifically-depended-on-by',r2,r2,,,<--,621, BFO-yct-1, mtt,334,,,,
pf,937,CRT,FALSE,'inheres-in',r1,r1,,,<--,647, BFO-tht-1, mtt,342,,,,
pf,936,CRT,FALSE,'specifically-depended-on-by',r1,r1,,,<--,621, BFO-yct-1, mtt,342,,,,
pf,935,CRT,FALSE,'is-carrier-of',sk14,r1,sk14,,<--,276, BFO-mvp-1, mtt,353,,,,
pf,934,CRT,FALSE,'is-carrier-of',sk14,r2,sk14,,<--,276, BFO-mvp-1, mtt,369,,,,
pf,933,CRT,FALSE,'inheres-in',a,a,,,<--,647, BFO-tht-1, mtt,387,,,,
pf,932,CRT,FALSE,'specifically-depended-on-by',a,a,,,<--,621, BFO-yct-1, mtt,387,,,,
pf,931,CRT,FALSE,'member-part-of',a,a,t,,<--,344, BFO-evk-1, mtt,388,,,,
pf,930,CRT,FALSE,'has-proper-continuant-part',a,a,t,,<--,191, BFO-hpm-1, mtt,388,,,,
pf,929,CRT,FALSE,'occupies-temporal-region',sk1,sk24,,,<--,512, BFO-wzd-1, mtt,394,104,,,
pf,928,CRT,FALSE,'instance-of','process-boundary',t1,t1,,<--,260, BFO-lqn-1, mtt,399,,,,
pf,927,CRT,FALSE,'exists-at','process-boundary',t1,,,<--,257, BFO-oap-1, mtt,399,,,,
pf,926,CRT,FALSE,'exists-at',t1,'process-boundary',,,<--,256, BFO-oap-1, mtt,399,,,,
pf,925,CRT,FALSE,'exists-throughout','process-boundary',t1,,,<--,26, BFOCE-ett-01, mtt,399,,,,
pf,924,CRT,FALSE,'instance-of','zero-dimensional-temporal-region',t1,t1,,<--,260, BFO-lqn-1, mtt,408,,,,
pf,923,CRT,FALSE,'exists-at','zero-dimensional-temporal-region',t1,,,<--,257, BFO-oap-1, mtt,408,,,,
pf,922,CRT,FALSE,'exists-at',t1,'zero-dimensional-temporal-region',,,<--,256, BFO-oap-1, mtt,408,,,,
pf,921,CRT,FALSE,'exists-throughout','zero-dimensional-temporal-region',t1,,,<--,26, BFOCE-ett-01, mtt,408,,,,
pf,920,CRT,FALSE,'instance-of',r2,'object-aggregate',t2,,<--,801, BFO-fda-1, mtt,415,,,,
pf,919,CRT,FALSE,'instance-of',r2,object,t2,,<--,790, BFO-vbm-1, mtt,415,,,,
pf,918,CRT,FALSE,'has-material-basis',t1,r2,t2,,<--,632, BFO-cfs-1, mtt,415,,,,
pf,917,CRT,FALSE,'member-part-of',r2,r2,t2,,<--,344, BFO-evk-1, mtt,417,,,,
pf,916,CRT,FALSE,'has-proper-continuant-part',r2,r2,t2,,<--,191, BFO-hpm-1, mtt,417,,,,
pf,915,CRT,FALSE,'instance-of','one-dimensional-temporal-region',t1,t1,,<--,260, BFO-lqn-1, mtt,420,,,,
pf,914,CRT,FALSE,'exists-at','one-dimensional-temporal-region',t1,,,<--,257, BFO-oap-1, mtt,420,,,,
pf,913,CRT,FALSE,'exists-at',t1,'one-dimensional-temporal-region',,,<--,256, BFO-oap-1, mtt,420,,,,
pf,912,CRT,FALSE,'exists-throughout','one-dimensional-temporal-region',t1,,,<--,26, BFOCE-ett-01, mtt,420,,,,
pf,911,CRT,FALSE,'instance-of',r1,'object-aggregate',t1,,<--,801, BFO-fda-1, mtt,430,,,,
pf,910,CRT,FALSE,'instance-of',r1,object,t1,,<--,790, BFO-vbm-1, mtt,430,,,,
pf,909,CRT,FALSE,'has-material-basis',t1,r1,t1,,<--,632, BFO-cfs-1, mtt,430,,,,
pf,908,CRT,FALSE,'member-part-of',r1,r1,t1,,<--,344, BFO-evk-1, mtt,432,,,,
pf,907,CRT,FALSE,'has-proper-continuant-part',r1,r1,t1,,<--,191, BFO-hpm-1, mtt,432,,,,
pf,906,CRT,FALSE,'generically-depends-on',r1,t1,t1,,<--,287, BFO-ekp-1, mtt,433,,,,
pf,905,CRT,FALSE,concretizes,t1,r1,t1,,<--,284, BFO-rog-1, mtt,433,,,,
pf,904,CRT,FALSE,'instance-of',r1,'realizable-entity',t1,,<--,825, BFO-qix-1, mtt,434,,,,
pf,903,CRT,FALSE,'instance-of',r1,quality,t1,,<--,810, BFO-nbm-1, mtt,434,,,,
pf,902,CRT,FALSE,'instance-of',r1,'spatiotemporal-region',t1,,<--,799, BFO-les-1, mtt,435,,,,
pf,901,CRT,FALSE,'instance-of',r1,'process-boundary',t1,,<--,795, BFO-xot-1, mtt,435,,,,
pf,900,CRT,FALSE,'instance-of',r1,'temporal-region',t1,,<--,793, BFO-ejl-1, mtt,435,,,,
pf,899,CRT,FALSE,'instance-of',r1,process,t1,,<--,788, BFO-lso-1, mtt,435,,,,
pf,898,CRT,FALSE,'instance-of',r1,change,t1,,<--,42, BFOCE-cha-01, mtt,435,,,,
pf,897,CRT,FALSE,'instance-of','spatiotemporal-region',t1,t1,,<--,260, BFO-lqn-1, mtt,465,,,,
pf,896,CRT,FALSE,'exists-at','spatiotemporal-region',t1,,,<--,257, BFO-oap-1, mtt,465,,,,
pf,895,CRT,FALSE,'exists-at',t1,'spatiotemporal-region',,,<--,256, BFO-oap-1, mtt,465,,,,
pf,894,CRT,FALSE,'exists-throughout','spatiotemporal-region',t1,,,<--,26, BFOCE-ett-01, mtt,465,,,,
pf,893,CRT,FALSE,'instance-of',sk11,'temporal-instant',sk11,,<--,821, BFO-bjp-1, mtt,474,,,,
pf,892,CRT,FALSE,'has-temporal-part',t2,sk11,,,<--,701, BFO-bnt-2, mtt,474,114,,,
pf,891,CRT,FALSE,'has-temporal-part',t1,sk11,,,<--,701, BFO-bnt-2, mtt,474,117,,,
pf,890,CRT,FALSE,'instance-of','temporal-interval',t1,t1,,<--,260, BFO-lqn-1, mtt,476,,,,
pf,889,CRT,FALSE,'exists-at','temporal-interval',t1,,,<--,257, BFO-oap-1, mtt,476,,,,
pf,888,CRT,FALSE,'exists-at',t1,'temporal-interval',,,<--,256, BFO-oap-1, mtt,476,,,,
pf,887,CRT,FALSE,'exists-throughout','temporal-interval',t1,,,<--,26, BFOCE-ett-01, mtt,476,,,,
pf,886,CRT,FALSE,'generically-depends-on',r2,t1,t2,,<--,287, BFO-ekp-1, mtt,481,,,,
pf,885,CRT,FALSE,concretizes,t1,r2,t2,,<--,284, BFO-rog-1, mtt,481,,,,
pf,884,CRT,FALSE,'instance-of',r2,'realizable-entity',t2,,<--,825, BFO-qix-1, mtt,482,,,,
pf,883,CRT,FALSE,'instance-of',r2,quality,t2,,<--,810, BFO-nbm-1, mtt,482,,,,
pf,882,CRT,FALSE,'instance-of','immaterial-entity',t1,t1,,<--,260, BFO-lqn-1, mtt,483,,,,
pf,881,CRT,FALSE,'exists-at','immaterial-entity',t1,,,<--,257, BFO-oap-1, mtt,483,,,,
pf,880,CRT,FALSE,'exists-at',t1,'immaterial-entity',,,<--,256, BFO-oap-1, mtt,483,,,,
pf,879,CRT,FALSE,'exists-throughout','immaterial-entity',t1,,,<--,26, BFOCE-ett-01, mtt,483,,,,
pf,878,CRT,FALSE,'instance-of',r2,'spatiotemporal-region',t2,,<--,799, BFO-les-1, mtt,484,,,,
pf,877,CRT,FALSE,'instance-of',r2,'process-boundary',t2,,<--,795, BFO-xot-1, mtt,484,,,,
pf,876,CRT,FALSE,'instance-of',r2,'temporal-region',t2,,<--,793, BFO-ejl-1, mtt,484,,,,
pf,875,CRT,FALSE,'instance-of',r2,process,t2,,<--,788, BFO-lso-1, mtt,484,,,,
pf,874,CRT,FALSE,'instance-of',r2,change,t2,,<--,42, BFOCE-cha-01, mtt,484,,,,
pf,873,CRT,FALSE,'instance-of','three-dimensional-spatial-region',t1,t1,,<--,260, BFO-lqn-1, mtt,495,,,,
